country,production_avg,employment_agri_avg,rural_growth_avg,investment_avg,esg_score
Brazil,3321375,8.691918917473341,-1.481417992920052,17.293601775955878,0.7933295527859379
Colombia,715892.062,14.84325990180628,0.1945019116001162,18.21881135943156,0.2946216215364453
Honduras,364126.194,22.68914989395886,0.5651232634835458,22.98046080142464,0.25944504466168955
Peru,360096.56,26.113600546455,-1.576662449885802,20.29532079938518,0.25556685192954554
