country,year,investment_pct_gdp
Peru,1965,38.0440791589494
Peru,1966,39.7750006017879
Peru,1967,38.8411600664676
Peru,1968,28.7435590919584
Peru,1969,27.7796470002412
Peru,1970,17.1313142760216
Peru,1971,19.7833040954229
Peru,1972,16.7925884871679
Peru,1973,22.4945051561719
Peru,1974,28.5784770990566
Peru,1975,27.2740316502467
Peru,1976,24.2356400457222
Peru,1977,21.2394084517205
Peru,1978,21.4154873654791
Peru,1979,23.9663685110368
Peru,1980,30.3400891347278
Peru,1981,34.7717875464152
Peru,1982,35.0990316868866
Peru,1983,26.5259065004688
Peru,1984,23.4446143317988
Peru,1985,20.9248952063703
Peru,1986,22.4177275843622
Peru,1987,22.5034395344002
Peru,1988,26.4317804192821
Peru,1989,23.1737672132763
Peru,1990,16.1644055092045
Peru,1991,17.3980924261389
Peru,1992,17.784731115296
Peru,1993,19.0714045693532
Peru,1994,22.2471317420546
Peru,1995,24.7391134430373
Peru,1996,22.5867586979927
Peru,1997,23.7894193215196
Peru,1998,23.2049499956946
Peru,1999,20.6612543344774
Peru,2000,19.6279847605546
Peru,2001,18.1595051690983
Peru,2002,17.9681458916088
Peru,2003,17.5102893749052
Peru,2004,16.8556825410753
Peru,2005,17.2838176822241
Peru,2006,19.6506023681318
Peru,2007,22.0323873215866
Peru,2008,26.178345935433
Peru,2009,19.9786779797935
Peru,2010,23.7605090406542
Peru,2011,24.200875596397
Peru,2012,24.6060563122502
Peru,2013,25.5741818690255
Peru,2014,24.6661205071214
Peru,2015,24.3051143583227
Peru,2016,22.0213133889585
Peru,2017,20.7118137063238
Peru,2018,21.3111751422932
Peru,2019,20.8336395514866
Peru,2020,18.1912588877919
Peru,2021,22.3148400113403
Peru,2022,22.3663937709414
Peru,2023,19.1844089781649
Peru,2024,19.4197023486874
