Domain Code,Domain,Area Code (M49),country,Element Code,Element,Item Code (CPC),Item,Year Code,year,Unit,production_tonnes,Flag,Flag Description,Note
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1989,1989,TRUE,105753,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1990,1990,TRUE,81142,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1991,1991,TRUE,82635,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1992,1992,TRUE,86519,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1993,1993,TRUE,85603,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1994,1994,TRUE,91340,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1995,1995,TRUE,96697,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1996,1996,TRUE,106520,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1997,1997,TRUE,133296,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1998,1998,TRUE,144763,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",1999,1999,TRUE,167145,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2000,2000,TRUE,191651,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2001,2001,TRUE,196232,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2002,2002,TRUE,212770,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2003,2003,TRUE,203148,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2004,2004,TRUE,231447,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2005,2005,TRUE,188611,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2006,2006,TRUE,273178,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2007,2007,TRUE,225992,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2008,2008,TRUE,273780,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2009,2009,TRUE,243479,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2010,2010,TRUE,264605,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2011,2011,TRUE,331547,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2012,2012,TRUE,320163.56,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2013,2013,TRUE,256241.43,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2014,2014,TRUE,222047,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2015,2015,TRUE,251938,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2016,2016,TRUE,277760.4,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2017,2017,TRUE,337330,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2018,2018,TRUE,369621.99,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2019,2019,TRUE,363319.59,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2020,2020,TRUE,353205.74,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2021,2021,TRUE,363996.83,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2022,2022,TRUE,357346.42,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2023,2023,TRUE,366940.03,A,Official figure,NA
QCL,Crops and livestock products,604,Peru,5510,Production,01610,"Coffee, green",2024,2024,TRUE,358993.78,A,Official figure,NA
